Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Latitude,Longitude
271,2020-01-12,08:31,Indore,586,DRUG OFFENSE,38,M,Blunt Object,8,22.726795,75.883011
272,2020-01-12,23:49,Hyderabad,292,PUBLIC INTOXICATION,39,F,Knife,3,17.413785,78.554555
273,2020-01-12,11:51,Delhi,584,IDENTITY THEFT,36,M,Other,3,28.543026,77.096705
274,2020-01-12,14:37,Bangalore,515,VEHICLE - STOLEN,56,F,None,6,12.920917,77.566978
275,2020-01-12,04:01,Bhopal,350,TRAFFIC VIOLATION,78,M,Blunt Object,16,23.219902,77.383134
276,2020-01-12,06:07,Ahmedabad,546,ASSAULT,21,M,Other,1,23.095634,72.57245
277,2020-01-12,10:15,Indore,115,ASSAULT,10,F,Poison,14,22.678563,75.819499
278,2020-01-12,13:29,Bhopal,254,TRAFFIC VIOLATION,44,F,Knife,7,23.357505,77.377505
279,2020-01-12,04:56,Chennai,410,TRAFFIC VIOLATION,58,M,Knife,8,13.05747,80.258577
280,2020-01-12,04:19,Ludhiana,217,KIDNAPPING,45,F,Blunt Object,18,30.910903,75.85083
281,2020-01-12,10:14,Srinagar,189,FIREARM OFFENSE,12,F,Poison,3,34.02941,74.875295
282,2020-01-12,00:49,Ludhiana,180,FRAUD,62,F,Other,2,30.85238,75.82995
283,2020-01-12,01:20,Ludhiana,215,BURGLARY,48,F,Blunt Object,7,30.876624,75.821241
284,2020-01-12,03:34,Mumbai,481,ARSON,55,F,None,5,19.03415,72.858821
285,2020-01-12,15:38,Indore,577,ASSAULT,70,F,Blunt Object,6,22.806216,75.881629
286,2020-01-12,05:53,Mumbai,212,SHOPLIFTING,38,M,Other,11,18.940809,72.904815
287,2020-01-12,16:05,Pune,244,VEHICLE - STOLEN,12,F,Explosives,3,18.623882,73.758895
288,2020-01-12,01:39,Bangalore,363,IDENTITY THEFT,30,F,Firearm,9,13.041766,77.579584
289,2020-01-13,15:29,Chennai,550,ILLEGAL POSSESSION,25,F,Blunt Object,3,13.010243,80.256263
290,2020-01-13,10:14,Ahmedabad,484,EXTORTION,22,F,Other,9,23.051567,72.55589
291,2020-01-13,08:25,Chennai,515,SHOPLIFTING,69,F,Explosives,15,13.112704,80.297301
292,2020-01-13,20:23,Chennai,307,BURGLARY,31,F,Poison,16,13.042777,80.251863
293,2020-01-13,11:50,Thane,289,BURGLARY,59,M,Poison,9,19.167748,72.979814
294,2020-01-13,10:55,Chennai,562,ASSAULT,51,F,Blunt Object,4,13.031303,80.200352
295,2020-01-13,11:43,Bangalore,568,DOMESTIC VIOLENCE,48,M,Poison,6,12.973264,77.515412
296,2020-01-13,13:14,Kolkata,262,VANDALISM,62,M,Other,4,22.616775,88.449564
297,2020-01-13,16:27,Delhi,546,TRAFFIC VIOLATION,50,M,Explosives,5,28.891943,77.272022
298,2020-01-13,04:47,Kolkata,199,IDENTITY THEFT,32,M,Explosives,19,22.578277,88.454516
299,2020-01-13,04:55,Srinagar,513,SEXUAL ASSAULT,40,F,Other,1,34.14325,74.813872
300,2020-01-13,04:57,Nagpur,256,ROBBERY,55,F,Blunt Object,7,21.161859,79.102404
301,2020-01-13,08:43,Jaipur,390,IDENTITY THEFT,64,M,None,6,26.80626,75.83892
302,2020-01-13,00:49,Chennai,206,ARSON,59,F,None,12,13.128247,80.183615
303,2020-01-13,21:22,Kanpur,491,DOMESTIC VIOLENCE,12,F,Blunt Object,4,26.478262,80.221471
304,2020-01-13,20:23,Kalyan,139,PUBLIC INTOXICATION,30,F,None,11,19.24773,73.179021
305,2020-01-13,16:47,Pune,126,TRAFFIC VIOLATION,13,F,Knife,13,18.574632,73.876973
306,2020-01-13,07:31,Faridabad,431,FIREARM OFFENSE,27,M,Poison,19,28.399528,77.390532
307,2020-01-13,22:40,Kanpur,528,TRAFFIC VIOLATION,50,F,Firearm,3,26.437226,80.335597
308,2020-01-13,07:24,Indore,282,COUNTERFEITING,66,F,Other,5,22.699166,75.81849
309,2020-01-13,17:26,Bangalore,577,SEXUAL ASSAULT,26,M,Firearm,12,13.028942,77.59211
310,2020-01-13,16:26,Ahmedabad,494,DOMESTIC VIOLENCE,35,F,Poison,9,23.074995,72.695408
311,2020-01-13,16:21,Delhi,395,DRUG OFFENSE,29,F,None,6,28.64871,76.916028
312,2020-01-13,12:22,Kolkata,276,ARSON,32,F,Firearm,11,22.616748,88.397522
313,2020-01-14,16:05,Bangalore,560,DRUG OFFENSE,37,F,Firearm,13,13.025749,77.595238
314,2020-01-14,04:12,Bangalore,217,ASSAULT,18,F,Firearm,6,12.909709,77.592804
315,2020-01-14,17:13,Kanpur,389,BURGLARY,60,M,Poison,1,26.503126,80.343435
316,2020-01-14,19:05,Delhi,361,BURGLARY,42,M,Other,11,28.853851,76.995093
317,2020-01-14,12:47,Mumbai,269,DOMESTIC VIOLENCE,42,F,Knife,1,18.955701,72.883845
318,2020-01-14,19:04,Nashik,106,COUNTERFEITING,67,M,None,5,20.016021,73.714695
319,2020-01-14,13:56,Lucknow,330,VANDALISM,79,F,Other,13,26.800089,80.922238
320,2020-01-14,02:59,Bangalore,190,ARSON,41,M,Knife,2,12.981053,77.532607
321,2020-01-14,17:56,Pune,446,FRAUD,45,M,Poison,7,18.496835,73.801022
322,2020-01-14,15:37,Kolkata,503,TRAFFIC VIOLATION,62,M,None,18,22.536744,88.378083
323,2020-01-14,21:12,Bangalore,471,ARSON,64,F,Explosives,18,12.914289,77.518565
324,2020-01-14,18:59,Mumbai,526,FRAUD,67,M,Knife,6,19.037117,72.777049
325,2020-01-14,20:43,Bangalore,589,SHOPLIFTING,67,F,Explosives,6,12.939525,77.590847
326,2020-01-14,05:46,Visakhapatnam,344,VANDALISM,45,F,Explosives,9,17.787571,83.321269
327,2020-01-14,12:44,Patna,470,ROBBERY,53,F,Poison,15,25.639547,85.073559
328,2020-01-14,13:02,Bangalore,506,BURGLARY,68,M,Firearm,6,12.985186,77.680827
329,2020-01-14,02:16,Mumbai,187,ARSON,70,M,Knife,7,19.084973,72.854238
330,2020-01-14,16:31,Surat,570,DRUG OFFENSE,42,F,Other,5,21.233678,72.820968
331,2020-01-14,13:53,Delhi,358,ARSON,15,F,Poison,18,28.68649,77.299145
332,2020-01-14,21:22,Delhi,586,ILLEGAL POSSESSION,57,M,Knife,17,28.700017,76.837619
333,2020-01-14,07:04,Mumbai,534,COUNTERFEITING,70,M,Explosives,14,19.128946,72.774295
334,2020-01-14,13:22,Hyderabad,225,VANDALISM,42,M,None,8,17.423399,78.516509
335,2020-01-14,21:18,Bangalore,331,SHOPLIFTING,77,F,Poison,1,13.028772,77.675095
336,2020-01-14,20:02,Ahmedabad,359,SHOPLIFTING,40,F,None,5,23.021275,72.581507
337,2020-01-15,15:06,Delhi,574,COUNTERFEITING,53,F,Other,7,28.542756,76.838304
338,2020-01-15,06:07,Faridabad,477,SEXUAL ASSAULT,21,M,Other,12,28.468659,77.381498
339,2020-01-15,10:01,Kanpur,419,DOMESTIC VIOLENCE,64,F,None,6,26.520869,80.371376
340,2020-01-15,17:40,Ahmedabad,167,PUBLIC INTOXICATION,36,F,Knife,13,23.084172,72.662358
341,2020-01-15,16:24,Pune,101,ROBBERY,14,F,Knife,12,18.592515,73.803754
342,2020-01-15,04:41,Delhi,356,KIDNAPPING,30,F,Blunt Object,10,28.683982,76.93388
343,2020-01-15,21:41,Pune,390,CYBERCRIME,46,M,Firearm,16,18.472564,73.898126
344,2020-01-15,07:58,Ghaziabad,559,ASSAULT,48,F,None,3,28.710033,77.316043
345,2020-01-15,10:55,Meerut,344,SEXUAL ASSAULT,60,F,Firearm,19,29.004588,77.724137
346,2020-01-15,04:37,Delhi,385,BURGLARY,11,M,Firearm,13,28.552995,76.885972
347,2020-01-15,09:08,Mumbai,236,DOMESTIC VIOLENCE,76,F,Other,14,19.125353,72.78452
348,2020-01-15,05:33,Delhi,277,ILLEGAL POSSESSION,55,M,Knife,13,28.652952,77.058495
349,2020-01-15,09:42,Lucknow,343,TRAFFIC VIOLATION,17,F,None,19,26.866449,81.0145
350,2020-01-15,18:19,Bangalore,387,PUBLIC INTOXICATION,50,F,Poison,7,13.074605,77.558257
351,2020-01-15,05:48,Pune,168,VEHICLE - STOLEN,73,F,Firearm,2,18.521332,73.842135
352,2020-01-15,01:58,Mumbai,270,CYBERCRIME,44,F,Blunt Object,11,18.928384,72.922083
353,2020-01-15,09:30,Delhi,205,ILLEGAL POSSESSION,64,F,Explosives,12,28.538509,77.077053
354,2020-01-15,05:24,Vasai,272,EXTORTION,78,F,Explosives,12,19.420414,72.814654
355,2020-01-15,00:09,Nashik,226,HOMICIDE,54,F,Other,8,19.966984,73.768287
356,2020-01-15,21:21,Pune,562,BURGLARY,25,F,Poison,19,18.518537,73.945786
357,2020-01-15,16:30,Delhi,328,CYBERCRIME,44,M,Knife,11,28.676177,76.94222
358,2020-01-15,09:44,Lucknow,224,DRUG OFFENSE,12,F,Firearm,2,26.760077,80.887684
359,2020-01-15,18:11,Lucknow,503,ASSAULT,31,F,Other,3,26.759229,80.981965
360,2020-01-15,04:29,Kolkata,418,BURGLARY,14,F,Explosives,2,22.533091,88.369938
361,2020-01-16,01:07,Meerut,568,ILLEGAL POSSESSION,14,M,Knife,9,29.015938,77.60914
362,2020-01-16,16:35,Ludhiana,502,CYBERCRIME,26,F,Poison,17,30.880836,75.826223
363,2020-01-16,13:30,Jaipur,227,ILLEGAL POSSESSION,51,F,Firearm,6,26.803746,75.906281
364,2020-01-16,12:08,Nagpur,583,KIDNAPPING,11,F,None,16,21.198737,79.087501
365,2020-01-16,06:19,Jaipur,417,IDENTITY THEFT,43,F,None,15,26.999241,75.760797
366,2020-01-16,09:39,Nagpur,512,FRAUD,69,M,None,14,21.107791,79.061382
367,2020-01-16,08:38,Nashik,511,ILLEGAL POSSESSION,59,M,Knife,13,20.043861,73.818466
368,2020-01-16,21:25,Chennai,392,KIDNAPPING,31,M,None,15,12.97233,80.177504
369,2020-01-16,11:57,Indore,151,ILLEGAL POSSESSION,46,F,Explosives,7,22.694436,75.898168
370,2020-01-16,02:08,Bangalore,213,COUNTERFEITING,28,M,Poison,19,13.076276,77.587532
371,2020-01-16,08:59,Ghaziabad,339,EXTORTION,62,F,Knife,19,28.657118,77.520314
372,2020-01-16,06:35,Delhi,286,FIREARM OFFENSE,36,F,Knife,15,28.688749,77.251986
373,2020-01-16,21:32,Delhi,282,SEXUAL ASSAULT,24,F,Blunt Object,8,28.711337,77.048176
374,2020-01-16,13:15,Meerut,552,DOMESTIC VIOLENCE,36,F,Other,8,28.936595,77.672326
375,2020-01-16,20:37,Delhi,510,DRUG OFFENSE,28,F,Other,11,28.745738,76.95087
376,2020-01-16,04:29,Lucknow,558,BURGLARY,29,F,Blunt Object,19,26.832416,80.869703
377,2020-01-16,17:57,Indore,432,BURGLARY,44,M,Blunt Object,18,22.784404,75.903184
378,2020-01-16,11:31,Mumbai,103,BURGLARY,27,F,None,12,19.013591,72.845506
379,2020-01-16,00:53,Delhi,456,DRUG OFFENSE,19,F,Knife,8,28.775254,76.939797
380,2020-01-16,14:11,Ghaziabad,148,DRUG OFFENSE,36,F,Blunt Object,2,28.795831,77.326149
381,2020-01-16,20:42,Surat,349,IDENTITY THEFT,69,F,Blunt Object,6,21.109764,72.854429
382,2020-01-16,10:33,Mumbai,587,IDENTITY THEFT,63,F,Poison,3,18.998438,72.845182
383,2020-01-16,08:06,Kanpur,102,SEXUAL ASSAULT,38,F,Other,18,26.596581,80.351153
384,2020-01-16,02:48,Thane,136,ILLEGAL POSSESSION,73,F,Explosives,9,19.156121,73.04884
385,2020-01-17,15:49,Pune,203,COUNTERFEITING,57,M,Poison,9,18.458813,73.867109
386,2020-01-17,06:21,Mumbai,159,IDENTITY THEFT,45,F,Firearm,11,19.142608,72.751975
387,2020-01-17,23:14,Indore,210,COUNTERFEITING,13,F,Poison,17,22.812782,75.827591
388,2020-01-17,01:17,Rajkot,454,TRAFFIC VIOLATION,59,F,Poison,12,22.275735,70.761276
389,2020-01-17,06:55,Pune,118,IDENTITY THEFT,79,F,Other,19,18.598695,73.769876
390,2020-01-17,11:59,Nagpur,243,COUNTERFEITING,19,M,Explosives,12,21.123387,79.187809
391,2020-01-17,07:59,Delhi,343,COUNTERFEITING,51,F,Firearm,19,28.51936,76.992758
392,2020-01-17,17:42,Delhi,409,ILLEGAL POSSESSION,54,F,Knife,17,28.755414,76.945645
393,2020-01-17,13:19,Lucknow,489,VEHICLE - STOLEN,54,M,Poison,10,26.781857,81.04454
394,2020-01-17,04:19,Mumbai,524,CYBERCRIME,56,M,Other,9,18.967743,72.764849
395,2020-01-17,22:19,Ahmedabad,324,SHOPLIFTING,65,F,Other,4,23.021138,72.698057
396,2020-01-17,01:40,Delhi,161,DOMESTIC VIOLENCE,35,F,Explosives,8,28.738363,76.938425
397,2020-01-17,06:50,Chennai,248,BURGLARY,69,M,Explosives,7,12.93857,80.229095
398,2020-01-17,00:41,Jaipur,367,ROBBERY,78,F,Firearm,1,26.895507,75.965527
399,2020-01-17,04:02,Kanpur,378,COUNTERFEITING,19,F,Explosives,1,26.546957,80.3372
400,2020-01-17,09:27,Mumbai,120,TRAFFIC VIOLATION,67,F,Knife,19,19.158732,72.927287
401,2020-01-17,19:49,Meerut,567,DRUG OFFENSE,66,F,Knife,3,28.901691,77.77987
402,2020-01-17,03:18,Agra,169,BURGLARY,36,F,None,12,27.199414,78.114036
403,2020-01-17,23:02,Kolkata,505,COUNTERFEITING,52,M,Other,15,22.513464,88.469044
404,2020-01-17,15:11,Varanasi,280,IDENTITY THEFT,77,F,Explosives,6,25.343359,82.964648
405,2020-01-17,00:27,Pune,456,IDENTITY THEFT,38,F,None,9,18.550085,73.902251
406,2020-01-17,01:42,Srinagar,522,BURGLARY,14,F,Poison,7,34.102236,74.923557
407,2020-01-17,12:06,Hyderabad,305,EXTORTION,69,M,Other,1,17.303727,78.429757
408,2020-01-17,16:06,Varanasi,491,DOMESTIC VIOLENCE,52,F,Poison,19,25.342572,82.984092
409,2020-01-18,11:14,Kanpur,219,PUBLIC INTOXICATION,72,M,Explosives,18,26.527108,80.437344
410,2020-01-18,10:38,Chennai,505,SHOPLIFTING,49,F,Explosives,11,13.132362,80.19223
411,2020-01-18,21:32,Kolkata,500,FIREARM OFFENSE,29,M,Poison,7,22.594082,88.359421
412,2020-01-18,20:04,Mumbai,129,KIDNAPPING,46,M,Knife,17,19.014311,72.913119
413,2020-01-18,21:47,Bangalore,213,VEHICLE - STOLEN,60,F,Other,12,12.991035,77.530519
414,2020-01-18,01:23,Delhi,267,FRAUD,30,F,None,14,28.5519,76.942338
415,2020-01-18,07:58,Patna,371,VEHICLE - STOLEN,52,F,Knife,2,25.580401,85.083657
416,2020-01-18,19:33,Ahmedabad,481,COUNTERFEITING,23,F,Knife,10,23.090283,72.571142
417,2020-01-18,13:59,Thane,532,SHOPLIFTING,47,F,Explosives,9,19.177042,73.023126
418,2020-01-18,04:50,Delhi,342,ROBBERY,36,M,Knife,2,28.813289,77.13284
419,2020-01-18,18:29,Ludhiana,237,DOMESTIC VIOLENCE,40,M,Knife,16,30.866481,75.822006
420,2020-01-18,23:45,Jaipur,205,ROBBERY,12,F,None,17,26.986425,75.948077
421,2020-01-18,18:00,Ghaziabad,142,SEXUAL ASSAULT,66,F,None,15,28.74436,77.408779
422,2020-01-18,17:06,Chennai,367,BURGLARY,33,F,Other,1,12.998336,80.209755
423,2020-01-18,03:05,Hyderabad,163,KIDNAPPING,28,M,None,9,17.340749,78.547409
424,2020-01-18,03:08,Mumbai,342,TRAFFIC VIOLATION,40,F,Knife,19,19.104055,72.871436
425,2020-01-18,03:35,Lucknow,539,ILLEGAL POSSESSION,45,M,None,9,26.760978,80.892142
426,2020-01-18,12:57,Kolkata,176,CYBERCRIME,73,F,Blunt Object,16,22.697937,88.463673
427,2020-01-18,12:57,Hyderabad,566,EXTORTION,29,F,Explosives,15,17.425172,78.437483
428,2020-01-18,20:36,Bangalore,250,FIREARM OFFENSE,33,F,Poison,3,12.976627,77.530868
429,2020-01-18,12:48,Hyderabad,557,ILLEGAL POSSESSION,16,M,Other,2,17.494937,78.428035
430,2020-01-18,20:16,Delhi,471,BURGLARY,46,F,Blunt Object,5,28.520003,77.1308
431,2020-01-18,05:59,Jaipur,232,IDENTITY THEFT,14,F,Other,9,26.968928,75.938815
432,2020-01-18,08:30,Mumbai,456,ILLEGAL POSSESSION,76,F,Firearm,8,19.077542,72.837717
433,2020-01-19,23:38,Kalyan,467,BURGLARY,61,M,Explosives,14,19.217881,73.150201
434,2020-01-19,20:58,Jaipur,598,SEXUAL ASSAULT,45,M,Poison,4,26.821759,75.943109
435,2020-01-19,05:19,Jaipur,368,FRAUD,13,F,Poison,18,26.818592,75.791507
436,2020-01-19,18:52,Delhi,523,BURGLARY,53,F,Knife,7,28.710303,76.845968
437,2020-01-19,22:02,Surat,319,ROBBERY,17,M,None,6,21.208552,72.880547
438,2020-01-19,00:09,Delhi,300,PUBLIC INTOXICATION,18,F,Other,10,28.889012,77.013864
439,2020-01-19,22:48,Delhi,298,BURGLARY,18,F,None,4,28.645018,76.904862
440,2020-01-19,01:19,Meerut,217,DRUG OFFENSE,79,F,Firearm,10,28.986759,77.610772
441,2020-01-19,05:16,Mumbai,357,VANDALISM,28,M,Blunt Object,8,19.186163,72.899468
442,2020-01-19,14:43,Delhi,196,FIREARM OFFENSE,79,F,None,1,28.505277,77.076381
443,2020-01-19,09:01,Jaipur,588,SEXUAL ASSAULT,78,F,None,19,26.89531,75.712739
444,2020-01-19,01:54,Nagpur,502,VEHICLE - STOLEN,22,F,Blunt Object,12,21.070975,79.19209
445,2020-01-19,08:35,Hyderabad,242,ILLEGAL POSSESSION,31,F,None,6,17.548926,78.565677
446,2020-01-19,20:08,Rajkot,556,SEXUAL ASSAULT,54,M,None,6,22.328917,70.763819
447,2020-01-19,19:39,Surat,567,KIDNAPPING,35,F,Other,4,21.156312,72.860746
448,2020-01-19,00:49,Chennai,571,VEHICLE - STOLEN,64,F,None,16,13.101932,80.155758
449,2020-01-19,00:04,Pune,253,COUNTERFEITING,30,F,Explosives,15,18.541203,73.949218
450,2020-01-19,20:37,Delhi,117,SEXUAL ASSAULT,69,M,None,13,28.863011,76.951681
451,2020-01-19,23:36,Delhi,118,IDENTITY THEFT,42,F,Poison,16,28.607182,77.06136
452,2020-01-19,21:05,Bhopal,551,FIREARM OFFENSE,68,M,Firearm,11,23.359899,77.47821
453,2020-01-19,13:06,Kolkata,388,ROBBERY,55,F,None,3,22.587314,88.322672
454,2020-01-19,21:25,Mumbai,192,CYBERCRIME,70,F,Knife,13,18.987905,72.832097
455,2020-01-19,16:26,Hyderabad,292,CYBERCRIME,68,F,Poison,14,17.40947,78.468519
456,2020-01-19,04:20,Jaipur,569,BURGLARY,56,F,Blunt Object,7,26.962163,75.851687
457,2020-01-20,03:37,Pune,421,VANDALISM,62,M,Knife,18,18.489004,73.946176
458,2020-01-20,16:14,Mumbai,283,ARSON,62,M,Poison,6,19.02287,72.750663
459,2020-01-20,23:26,Pune,398,CYBERCRIME,44,F,Poison,19,18.485769,73.899851
460,2020-01-20,00:18,Surat,284,COUNTERFEITING,58,M,Blunt Object,7,21.297354,72.802512
461,2020-01-20,17:47,Kolkata,281,FRAUD,27,M,Blunt Object,19,22.651745,88.477987
462,2020-01-20,06:14,Kolkata,561,SHOPLIFTING,73,F,Blunt Object,18,22.580487,88.493621
463,2020-01-20,22:13,Visakhapatnam,441,COUNTERFEITING,54,M,Blunt Object,5,17.726804,83.28831
464,2020-01-20,02:28,Pune,161,DOMESTIC VIOLENCE,59,F,Explosives,17,18.470243,73.774324
465,2020-01-20,10:01,Delhi,154,FRAUD,27,F,None,10,28.579958,76.852945
466,2020-01-20,04:32,Indore,518,ARSON,53,F,Other,1,22.68381,75.795179
467,2020-01-20,16:12,Chennai,208,FRAUD,39,M,Knife,13,13.063279,80.210883
468,2020-01-20,17:58,Delhi,354,DRUG OFFENSE,67,F,Blunt Object,12,28.580614,77.08025
469,2020-01-20,01:02,Patna,471,ARSON,74,F,Knife,1,25.597358,85.148325
470,2020-01-20,08:13,Ghaziabad,576,TRAFFIC VIOLATION,72,F,Other,15,28.790887,77.495828
471,2020-01-20,12:35,Pune,462,COUNTERFEITING,58,M,None,16,18.563508,73.79055
472,2020-01-20,12:36,Kanpur,594,ILLEGAL POSSESSION,76,F,Firearm,14,26.492927,80.29625
473,2020-01-20,12:11,Ludhiana,182,PUBLIC INTOXICATION,43,F,Knife,17,30.859074,75.829097
474,2020-01-20,14:29,Nagpur,426,COUNTERFEITING,45,M,Blunt Object,6,21.080809,79.101698
475,2020-01-20,21:56,Agra,570,FIREARM OFFENSE,28,F,Blunt Object,10,27.189322,78.036371
476,2020-01-20,08:58,Delhi,412,SEXUAL ASSAULT,67,F,Explosives,4,28.834092,76.990965
477,2020-01-20,13:05,Hyderabad,201,ROBBERY,47,M,Other,9,17.300294,78.4717
478,2020-01-20,15:05,Mumbai,571,BURGLARY,77,F,Firearm,6,19.15859,72.771481
479,2020-01-20,01:20,Meerut,398,SHOPLIFTING,57,M,Other,17,28.946741,77.778744
480,2020-01-20,09:13,Kolkata,471,BURGLARY,54,F,Other,17,22.593679,88.43004
481,2020-01-21,21:30,Bangalore,552,SEXUAL ASSAULT,39,F,None,9,13.049634,77.679768
482,2020-01-21,08:40,Ahmedabad,115,HOMICIDE,12,M,Poison,7,23.053082,72.696573
483,2020-01-21,11:42,Hyderabad,296,VEHICLE - STOLEN,24,F,Explosives,11,17.456241,78.479953
484,2020-01-21,12:24,Surat,423,FRAUD,17,M,Knife,9,21.253869,72.853309
485,2020-01-21,00:18,Hyderabad,189,TRAFFIC VIOLATION,11,F,None,10,17.371931,78.507386
486,2020-01-21,08:40,Ghaziabad,380,BURGLARY,15,M,Other,17,28.76213,77.422288
487,2020-01-21,17:49,Delhi,167,EXTORTION,48,M,Firearm,3,28.63247,76.996549
488,2020-01-21,05:39,Chennai,242,CYBERCRIME,32,F,Poison,3,13.119452,80.299083
489,2020-01-21,13:10,Delhi,366,IDENTITY THEFT,65,M,Explosives,11,28.891808,76.900552
490,2020-01-21,03:22,Mumbai,305,COUNTERFEITING,21,F,None,19,19.176328,72.846592
491,2020-01-21,12:19,Chennai,510,SHOPLIFTING,60,M,Other,3,12.903788,80.267642
492,2020-01-21,02:20,Delhi,528,DRUG OFFENSE,40,F,Blunt Object,9,28.734851,77.102311
493,2020-01-21,17:40,Ahmedabad,283,VANDALISM,54,F,Other,13,23.058564,72.51624
494,2020-01-21,15:55,Mumbai,316,VEHICLE - STOLEN,28,F,Firearm,17,19.050811,72.815892
495,2020-01-21,08:46,Jaipur,288,IDENTITY THEFT,63,F,Firearm,19,26.942112,75.770782
496,2020-01-21,16:28,Ludhiana,515,FIREARM OFFENSE,21,M,Explosives,12,30.948385,75.853742
497,2020-01-21,10:45,Kolkata,529,VEHICLE - STOLEN,75,M,Firearm,6,22.502937,88.443015
498,2020-01-21,23:09,Mumbai,444,BURGLARY,16,F,Poison,7,18.945458,72.79082
499,2020-01-21,21:14,Bangalore,401,BURGLARY,31,F,Explosives,3,12.971757,77.546944
500,2020-01-21,21:10,Chennai,580,ARSON,67,F,Knife,3,13.050373,80.164742
501,2020-01-21,08:30,Mumbai,408,SHOPLIFTING,18,M,None,19,19.160106,72.833373
502,2020-01-21,00:42,Bangalore,485,IDENTITY THEFT,59,F,Blunt Object,4,12.97934,77.674958
503,2020-01-21,20:41,Bangalore,541,ASSAULT,41,F,Blunt Object,1,12.929147,77.586071
504,2020-01-21,07:27,Pune,522,SHOPLIFTING,70,F,Blunt Object,19,18.63815,73.843359
505,2020-01-22,00:46,Nagpur,334,CYBERCRIME,62,F,Other,6,21.070591,79.061821
506,2020-01-22,23:28,Kolkata,464,HOMICIDE,16,F,Explosives,5,22.569848,88.313649
507,2020-01-22,04:56,Chennai,402,SEXUAL ASSAULT,32,F,Blunt Object,2,13.145655,80.179634
508,2020-01-22,06:35,Jaipur,372,COUNTERFEITING,10,F,Poison,19,26.978365,75.905096
509,2020-01-22,17:15,Delhi,508,ARSON,48,M,Other,18,28.527851,77.017352
510,2020-01-22,20:00,Delhi,210,DRUG OFFENSE,58,M,Firearm,4,28.87697,76.984882
511,2020-01-22,14:42,Meerut,389,KIDNAPPING,26,F,Explosives,19,29.041607,77.752115
512,2020-01-22,21:05,Meerut,374,PUBLIC INTOXICATION,65,F,Poison,10,28.978269,77.666794
513,2020-01-22,05:41,Jaipur,597,EXTORTION,71,F,None,11,26.907705,75.950344
514,2020-01-22,22:27,Nashik,510,COUNTERFEITING,62,M,Other,6,20.010461,73.755764
515,2020-01-22,03:59,Jaipur,404,COUNTERFEITING,43,F,Other,3,26.8342,75.935072
516,2020-01-22,03:19,Delhi,454,FRAUD,69,M,Explosives,10,28.811451,77.076994
517,2020-01-22,22:42,Kalyan,360,FIREARM OFFENSE,12,F,Blunt Object,10,19.279392,73.115144
518,2020-01-22,03:41,Bangalore,371,HOMICIDE,19,F,None,4,12.993687,77.632369
519,2020-01-22,20:42,Delhi,520,FIREARM OFFENSE,26,F,Blunt Object,1,28.584722,76.833127
520,2020-01-22,16:04,Chennai,128,SEXUAL ASSAULT,66,F,Blunt Object,8,13.141547,80.283853
521,2020-01-22,18:23,Mumbai,259,ROBBERY,73,F,Firearm,2,19.198425,72.885303
522,2020-01-22,17:48,Meerut,131,ARSON,61,F,None,5,28.985143,77.712704
523,2020-01-22,22:01,Ludhiana,428,COUNTERFEITING,64,M,Firearm,19,30.884194,75.893287
524,2020-01-22,12:14,Delhi,336,VEHICLE - STOLEN,34,F,Other,2,28.555518,77.162966
525,2020-01-22,00:54,Delhi,369,SHOPLIFTING,47,F,Knife,2,28.729095,77.288998
526,2020-01-22,08:08,Hyderabad,460,HOMICIDE,11,F,Explosives,12,17.361522,78.464678
527,2020-01-22,14:41,Lucknow,252,VANDALISM,14,F,Blunt Object,1,26.826835,81.031288
528,2020-01-22,22:38,Vasai,137,COUNTERFEITING,38,F,Poison,9,19.385369,72.893562
529,2020-01-23,15:02,Hyderabad,407,VANDALISM,43,F,Other,7,17.495711,78.56002
530,2020-01-23,21:54,Bangalore,423,KIDNAPPING,22,F,Poison,5,12.95808,77.590489
531,2020-01-23,15:30,Ahmedabad,395,FIREARM OFFENSE,13,M,Explosives,2,23.033425,72.579829
532,2020-01-23,13:37,Visakhapatnam,466,DOMESTIC VIOLENCE,33,M,Other,4,17.784006,83.203086
533,2020-01-23,20:01,Rajkot,403,HOMICIDE,49,M,Knife,16,22.25691,70.768318
534,2020-01-23,20:11,Delhi,129,COUNTERFEITING,74,M,Other,8,28.539595,77.245203
535,2020-01-23,02:41,Chennai,203,VEHICLE - STOLEN,47,F,Poison,3,13.059794,80.23406
536,2020-01-23,11:50,Pune,564,EXTORTION,68,F,Knife,4,18.63296,73.871751
537,2020-01-23,12:43,Kolkata,265,SEXUAL ASSAULT,26,M,Poison,7,22.530788,88.393141
538,2020-01-23,04:58,Pune,336,IDENTITY THEFT,34,M,Blunt Object,4,18.457976,73.777792
539,2020-01-23,22:59,Mumbai,273,ILLEGAL POSSESSION,52,M,Other,3,19.09221,72.842755
540,2020-01-23,10:41,Patna,311,ARSON,59,F,Other,14,25.605661,85.120227
541,2020-01-23,22:23,Mumbai,398,COUNTERFEITING,29,M,Firearm,14,19.026039,72.796056
542,2020-01-23,05:28,Delhi,186,CYBERCRIME,11,M,Blunt Object,5,28.522877,77.093908
543,2020-01-23,12:14,Ahmedabad,337,KIDNAPPING,78,F,Firearm,17,23.056992,72.647307
